review_body,review_title,asin,pp_date,review_rating,review_date,product_name,retailer,text_clean,title_clean
"if you like a good, strong coffee then i recommend these beans which produce a good taste and aroma. it is a dark roast so probably has an intensity of 4. very impressed.",,PLID54524286,10/12/2020,4,2019-10-21,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,if you like good strong coffee then recommend these beans which produce good taste and aroma it is dark roast so probably has an intensity of very impressed,
really good coffee. nice and strong without tasting burnt. would definitely recommend!,,PLID54524286,10/12/2020,5,2019-09-23,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,really good coffee nice and strong without tasting burnt would definitely recommend,
coffee is fantastic. guests at our b&b just love it,,PLID54524286,10/12/2020,5,2019-09-14,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,takealot,coffee is fantastic guests at our bb just love it,
sooo yummy!,,PLID44265010,10/12/2020,5,2020-06-17,Bootlegger Blend Coffee Beans 225g,takealot,sooo yummy,
"amazing, fragrant coffee beans. smooth and easy to drink",,PLID44265010,10/12/2020,5,2020-06-16,Bootlegger Blend Coffee Beans 225g,takealot,amazing fragrant coffee beans smooth and easy to drink,
great tasting coffee will definitely order more,,PLID44265010,10/12/2020,5,2020-06-13,Bootlegger Blend Coffee Beans 225g,takealot,great tasting coffee will definitely order more,
good coffee,,PLID44265010,10/12/2020,4,2020-06-13,Bootlegger Blend Coffee Beans 225g,takealot,good coffee,
such a great brand,,PLID44265010,10/12/2020,5,2020-06-10,Bootlegger Blend Coffee Beans 225g,takealot,such great brand,
"if you're adding milk, this is a great coffee. if you're having it black, it might be a bit too dark.",,PLID44265010,10/12/2020,4,2020-06-08,Bootlegger Blend Coffee Beans 225g,takealot,if you are adding milk this is great coffee if you are having it black it might be bit too dark,
"one of my top 5 favorite brands of coffee, if you are looking for a bold taste with minimal acidity this is the best",,PLID44265010,10/12/2020,4,2020-06-08,Bootlegger Blend Coffee Beans 225g,takealot,one of my top favorite brands of coffee if you are looking for bold taste with minimal acidity this is the best,
"great coffee was skeptical about the price and the fact that it is only 225grams instead of the normal 250grams, but the taste made up for it. just wish they had a stronger espresso option available and a 1kg bag version would definitely buy again",,PLID44265010,10/12/2020,4,2020-06-01,Bootlegger Blend Coffee Beans 225g,takealot,great coffee was skeptical about the price and the fact that it is only grams instead of the normal grams but the taste made up for it just wish they had stronger espresso option available and kg bag version would definitely buy again,
great coffee at a good price,,PLID44265010,10/12/2020,4,2020-06-01,Bootlegger Blend Coffee Beans 225g,takealot,great coffee at good price,
really good coffee....i do personally prefer it a bit stronger and more rounded though,,PLID44265010,10/12/2020,4,2020-05-28,Bootlegger Blend Coffee Beans 225g,takealot,really good coffeei do personally prefer it bit stronger and more rounded though,
great tasting coffee,,PLID44265010,10/12/2020,4,2020-05-25,Bootlegger Blend Coffee Beans 225g,takealot,great tasting coffee,
best coffee at a great price,,PLID44265010,10/12/2020,5,2020-05-21,Bootlegger Blend Coffee Beans 225g,takealot,best coffee at great price,
"nice smooth coffee, roast is a bit light",,PLID44265010,10/12/2020,4,2020-05-16,Bootlegger Blend Coffee Beans 225g,takealot,nice smooth coffee roast is bit light,
great,,PLID44265010,10/12/2020,5,2020-05-06,Bootlegger Blend Coffee Beans 225g,takealot,great,
awesome coffee! my wife loves it!,,PLID44265010,10/12/2020,4,2020-05-02,Bootlegger Blend Coffee Beans 225g,takealot,awesome coffee my wife loves it,
delicious,,PLID44265010,10/12/2020,5,2020-04-21,Bootlegger Blend Coffee Beans 225g,takealot,delicious,
always a great coffee.,,PLID44265010,10/12/2020,5,2020-04-05,Bootlegger Blend Coffee Beans 225g,takealot,always great coffee,
close to the taste we're used to...,,PLID44265010,10/12/2020,4,2019-12-14,Bootlegger Blend Coffee Beans 225g,takealot,close to the taste we are used to,
best coffee i've had in a long time. suggest you get the bigger bag!,,PLID44265010,10/12/2020,5,2019-12-09,Bootlegger Blend Coffee Beans 225g,takealot,best coffee have had in long time suggest you get the bigger bag,
great product,,PLID44265010,10/12/2020,5,2019-10-02,Bootlegger Blend Coffee Beans 225g,takealot,great product,
"great tasting coffee, suggest  you buy a bigger quantity.",,PLID44265010,10/12/2020,5,2019-09-11,Bootlegger Blend Coffee Beans 225g,takealot,great tasting coffee suggest you buy bigger quantity,
love the coffee.,,PLID41141718,10/12/2020,5,2017-07-24,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,love the coffee,
" the coffee is really great, thank you",,PLID41141718,10/12/2020,4,2017-07-18,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,the coffee is really great thank you,
"i am really unsatisfied with this product. just because it is the same size as a nespresso capsule, does not make it compatible.

nespresso capsules are made from a foil material, and these are made from plastic (which is too hard for a nespresso machine to pierce (only dents the plastic capsule) and can damage the machine.

i now have 100 useless capsules that does not work in a nespresso machine.

total waste  i will never buy this product again and i don't see this as correct advertising at all. it is very misleading.",,PLID41141718,10/12/2020,1,2017-06-21,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,am really unsatisfied with this product just because it is the same size as nespresso capsule does not make it compatible nespresso capsules are made from foil material and these are made from plastic which is too hard for nespresso machine to pierce only dents the plastic capsule and can damage the machine now have useless capsules that does not work in nespresso machine total waste will never buy this product again and do not see this as correct advertising at all it is very misleading,
"ugh, gave mine away after trying to try a few",,PLID41141718,10/12/2020,1,2017-06-13,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,ugh gave mine away after trying to try few,
this is not nespresso compatible. the capsules are clearly too small and the nespresso machine cannot properly pierce them. you have to do this manually if you want any flavour. the only reason it is not 1 star is because the coffee tastes pretty good once you made all the appropriate holes with a fork or knife.,,PLID41141718,10/12/2020,2,2017-05-10,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,this is not nespresso compatible the capsules are clearly too small and the nespresso machine cannot properly pierce them you have to do this manually if you want any flavour the only reason it is not star is because the coffee tastes pretty good once you made all the appropriate holes with fork or knife,
"we just tried some and can say without a doubt not the quality of nespresso but not bad for the price, if you drink a lot of coffee during the day this will save you a bit of money and you can then spoil yourself with a great nespresso every now and then.

the pods are hard plastic and not aluminium like nespresso. that is the only difference in the build of the product.",,PLID41141718,10/12/2020,3,2017-05-10,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,we just tried some and can say without doubt not the quality of nespresso but not bad for the price if you drink lot of coffee during the day this will save you bit of money and you can then spoil yourself with great nespresso every now and then the pods are hard plastic and not aluminium like nespresso that is the only difference in the build of the product,
i would not recommend this coffee to anyone with working taste buds.  it tastes cheap and bland. potting soil would be a better option.,,PLID41141718,10/12/2020,1,2017-03-13,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,would not recommend this coffee to anyone with working taste buds it tastes cheap and bland potting soil would be better option,
completely worth the money. one of the best tasting hot chocolates ever. just follow the packaging instructions.,,PLID52619109,10/12/2020,5,2020-10-25,Craft Coffee - Hot Chocolate Vanilla Powder - 250g,takealot,completely worth the money one of the best tasting hot chocolates ever just follow the packaging instructions,
most delicious hot chocolate with vanilla flavour! it tastes like real chocolate in liquid form.,,PLID52619109,10/12/2020,5,2020-10-09,Craft Coffee - Hot Chocolate Vanilla Powder - 250g,takealot,most delicious hot chocolate with vanilla flavour it tastes like real chocolate in liquid form,
overall taste very nice !!!,,PLID52619109,10/12/2020,4,2020-09-15,Craft Coffee - Hot Chocolate Vanilla Powder - 250g,takealot,overall taste very nice,
won't buy this again. does not mix well and i'd rather buy nestle hot choc.,,PLID52619109,10/12/2020,1,2020-09-08,Craft Coffee - Hot Chocolate Vanilla Powder - 250g,takealot,will not buy this again does not mix we will and would rather buy nestle hot choc,
very good,,PLID52619109,10/12/2020,5,2020-08-26,Craft Coffee - Hot Chocolate Vanilla Powder - 250g,takealot,very good,
best hot chocolate i have ever had,,PLID52619109,10/12/2020,5,2020-08-24,Craft Coffee - Hot Chocolate Vanilla Powder - 250g,takealot,best hot chocolate have ever had,
"thought it was a bean mixture, but itâ€™s powder. very strong vanilla flavour. not really plunger compatible but good product nonetheless.",,PLID52619109,10/12/2020,4,2020-08-24,Craft Coffee - Hot Chocolate Vanilla Powder - 250g,takealot,thought it was bean mixture but its powder very strong vanilla flavour not really plunger compatible but good product nonetheless,
absolutely delicious. would recommend to anyone with a sweet tooth.,,PLID52619109,10/12/2020,5,2020-08-20,Craft Coffee - Hot Chocolate Vanilla Powder - 250g,takealot,absolutely delicious would recommend to anyone with sweet tooth,
"love this hot chocolate, my only issue there is is too much sugar,. ",,PLID52619109,10/12/2020,4,2020-08-19,Craft Coffee - Hot Chocolate Vanilla Powder - 250g,takealot,love this hot chocolate my only issue there is is too much sugar,
very strong but so tasty,,PLID52619109,10/12/2020,4,2020-08-17,Craft Coffee - Hot Chocolate Vanilla Powder - 250g,takealot,very strong but so tasty,
"great tasting hot chocolate. the vanilla flavour is subtle and not overpowering. i tried it with hot water and milk combined, works for me. also appreciate that the bag is resealable.",,PLID52619109,10/12/2020,5,2020-08-10,Craft Coffee - Hot Chocolate Vanilla Powder - 250g,takealot,great tasting hot chocolate the vanilla flavour is subtle and not overpowering tried it with hot water and milk combined works for me also appreciate that the bag is resealable,
been looking for this forever and was not disappointed. very good product,,PLID52619109,10/12/2020,5,2020-08-10,Craft Coffee - Hot Chocolate Vanilla Powder - 250g,takealot,been looking for this forever and was not disappointed very good product,
always love a good bottleggers coffee & the to have fresh beans is a winner!,,PLID44265010,10/12/2020,5,2019-09-09,Bootlegger Blend Coffee Beans 225g,takealot,always love good bottleggers coffee the to have fresh beans is winner,
"quite nice - i'm new to ""coffee""; ex-tea lover - in hindsight  i should've bought a bigger bag (e.g. 1kg) ",,PLID44265010,10/12/2020,4,2017-07-13,Bootlegger Blend Coffee Beans 225g,takealot,quite nice am new to coffee extea lover in hindsight should have bought bigger bag eg kg,
dit het betyds gekom en die koffie is heerlik,,PLID41141718,10/12/2020,5,2017-02-13,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),takealot,dit het betyds gekom en die koffie is heerlik,
amazing flavour!,,PLID44018168,10/12/2020,5,2020-11-25,Coffee Unplugged  Amarula Cream Flavoured Coffee - 250g Ground,takealot,amazing flavour,
rich and creamy flavorful coffee!!,,PLID44018168,10/12/2020,5,2020-09-15,Coffee Unplugged  Amarula Cream Flavoured Coffee - 250g Ground,takealot,rich and creamy flavorful coffee,
this coffee is absolutely delicious. great product,,PLID44018168,10/12/2020,5,2020-08-25,Coffee Unplugged  Amarula Cream Flavoured Coffee - 250g Ground,takealot,this coffee is absolutely delicious great product,
i absolutely adore this flavour and find myself drinking a full pot by myself.,,PLID44018168,10/12/2020,5,2020-07-29,Coffee Unplugged  Amarula Cream Flavoured Coffee - 250g Ground,takealot,absolutely adore this flavour and find myself drinking full pot by myself,
beautiful aroma and flavor!,,PLID44018168,10/12/2020,5,2020-07-27,Coffee Unplugged  Amarula Cream Flavoured Coffee - 250g Ground,takealot,beautiful aroma and flavor,
"tastes nothing like amarula, it's actually a terrible tasting coffee. the other reviews on this page are probably employees, because i don't see how a person can stomach this sewage.",,PLID44018168,10/12/2020,1,2020-07-15,Coffee Unplugged  Amarula Cream Flavoured Coffee - 250g Ground,takealot,tastes nothing like amarula it is actually terrible tasting coffee the other reviews on this page are probably employees because do not see how person can stomach this sewage,
