content,country,crawl_date,date,enseigneID,enseigneName,productName,product_id,product_rating_average,product_rating_count,rating
Great product,UK,10/12/2020,16 May 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
"earthy tone, very nice well-rounded coffee",UK,10/12/2020,10 May 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
Always a good choice,UK,10/12/2020,7 May 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
Great coffee,UK,10/12/2020,11 March 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,4.0/5
An excellent medium roast blend,UK,10/12/2020,6 January 2020,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
Nice flavour,UK,10/12/2020,23 December 2019,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,4.0/5
Always fresh - tried many coffees and always come back to Bootleggers,UK,10/12/2020,19 December 2019,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
Exelent nice coffee,UK,10/12/2020,13 September 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,5.0/5
Great coffee!,UK,10/12/2020,10 September 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,5.0/5
Good Traditional African drink,UK,10/12/2020,3 September 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,4.0/5
aromatic and smooth and brilliant value for money,UK,10/12/2020,24 August 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,5.0/5
Great bean for price ratio,UK,10/12/2020,19 August 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,5.0/5
"Good quality, smooth, not bitter, I Like ?",UK,10/12/2020,16 August 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,4.0/5
"Easy to grind, great aroma and good flavour, though lacks the punch you'd expect from a dark roast. Still, a nice everyday coffee well worth the price at under R200 for 1kg.",UK,10/12/2020,6 August 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,4.0/5
Very nice. Strong and full of aroma.,UK,10/12/2020,4 August 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,5.0/5
At that price it is good value. I drink 4 to 6 cups a day and I can't really fault it. Keep at this price. I won't buy it at a higher price though.,UK,10/12/2020,26 July 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,5.0/5
Great flavour. Expect it to be a little bitter in taste as it is a medium to dark roast. Really enjoyable. Drink it black for best flavour results. Great price. Already bought two. You get about 30 mocha pots out of this kg.,UK,10/12/2020,26 July 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,5.0/5
"Very tasty, strong cup. Nice smell",UK,10/12/2020,24 July 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,4.0/5
really tasty,UK,10/12/2020,21 July 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,4.0/5
Delicious blend subtle and aromatic!,UK,10/12/2020,17 July 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,5.0/5
Delicious. Great value for money,UK,10/12/2020,15 July 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,5.0/5
"Great flavour, smooth, rich. coffee shop quality",UK,10/12/2020,13 July 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,5.0/5
"Nice flavor, but not very strong - I like strong coffee.",UK,10/12/2020,7 July 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,4.0/5
I was delighted by the quality and great taste! About to order my next 1 kg bag.,UK,10/12/2020,4 July 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,5.0/5
Great beans very good cuppacino,UK,10/12/2020,4 July 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,5.0/5
It's awesome. Works perfectly with the K-fee capsules.,UK,10/12/2020,26 August 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,5.0/5
Perfect fit as described,UK,10/12/2020,19 August 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,5.0/5
Tastes really good but why charge so much? Just sell them for less to introduce people to our product.,UK,10/12/2020,18 June 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,4.0/5
Excellent,UK,10/12/2020,14 May 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,5.0/5
Brilliant Product. Works a treat. No leaking whatsoever.,UK,10/12/2020,18 March 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,5.0/5
"The product works perfectly. I have made 10 drinks with it (the entire starter pack) and it doesn’t leak nor make a mess at all. I’m confident to say it’s a solution, at least with the K-Fee espresto pods. ",UK,10/12/2020,11 January 2019,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,5.0/5
Works well,UK,10/12/2020,16 August 2018,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,5.0/5
"Yes please! This is working soooo well. I usually just rinse out the adapter before I make a new cup, but it doesn't spill anywhere like some people mentioned. The Espresto capsules are also wayyy nicer than the Dolce Gusto capsules. It actually tastes like proper coffee. Hhhhhmmmmmm",UK,10/12/2020,24 May 2018,1,takealot,Espresto - Dolce Gusto Adapter Starter Pack,PLID47901925,4.4/5,87,5.0/5
Great value for money  ,UK,10/12/2020,13 September 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
The coffee is delicious and works wonderfull in our machine,UK,10/12/2020,12 September 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
Good value,UK,10/12/2020,6 September 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
"Really enjoyable!!! Aromatic, flavourful and great value! 

Its easier to share my coffee with friends at this price! Good coffee!  ",UK,10/12/2020,7 August 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
Great.,UK,10/12/2020,20 July 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
These were quite a disappointment. Lack that rich flavour. So many pods don't know what to do with them now,UK,10/12/2020,15 July 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,3.0/5
Great,UK,10/12/2020,5 July 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
Great value ,UK,10/12/2020,29 June 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
Very satisfied,UK,10/12/2020,20 June 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
Have ordered these more than once now.... lovely and good quality,UK,10/12/2020,19 June 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
Good tasting coffee for very affordable price,UK,10/12/2020,5 June 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
"Great coffee, delivered as promised",UK,10/12/2020,21 May 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
"I bought this quite HUGE range of coffee that is described as Nespresso Compatible Coffee 100 Capsules
and they ARE TASTLESS AND QUITE UN DRINKABLE.
so now I am stuck with about 80 capsule as I have opened the pack and am NOT able to return them.

I DID try them again and again BUT now I give up.",UK,10/12/2020,13 May 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,1.0/5
Great tasting coffee pods! Definitely a good price for what you get :),UK,10/12/2020,11 May 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,5.0/5
This is really a sub-par product.  It comes no where near the original in taste or look.,UK,10/12/2020,30 April 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,1.0/5
"Great product, while not the top notch flavour of the Nespresso range, but surely is a welcome change. Certainly on the pocket. Can't fault the flavour, on par with what you get in the restaurants anyway. Really recommend it.Certainly last longer too.",UK,10/12/2020,12 April 2018,1,takealot,Nespresso Compatible Coffee 100 Capsules - Bulk Special (No Decaffe),PLID41141718,3.9/5,150,4.0/5
Good coffee,UK,10/12/2020,19 May 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,4.0/5
Delicious,UK,10/12/2020,11 May 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
Delicious,UK,10/12/2020,7 May 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
Oh so good!!,UK,10/12/2020,6 May 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
"Oh yes! I lived in Wester Cape for 2 years, Bootlegger was just a jog away from me and oh boy are their coffees different from the rest! Not disappointed in this product, wish I could make it like them though haha but that's my problem.",UK,10/12/2020,20 April 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
Delicious coffee. Definitely buying more!!,UK,10/12/2020,7 April 2020,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,4.0/5
Some of the best Coffee - I love it!,UK,10/12/2020,30 December 2019,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
The most delicious coffee. Will definitely buy it again!,UK,10/12/2020,8 December 2019,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
great product,UK,10/12/2020,2 October 2019,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
We are fans of bootlegger coffee.  Rich and flavourful and always fresh (recently roasted).,UK,10/12/2020,24 September 2019,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,4.0/5
"Such a great coffee, love the taste. Definitely will be ordering again and adding some Bootlegger Pods to my order.",UK,10/12/2020,17 May 2019,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
Tasty!,UK,10/12/2020,13 December 2018,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,5.0/5
A good medium roast if that's your thing. Definitely not for lovers of strong bold coffee though.,UK,10/12/2020,13 January 2018,1,takealot,Bootlegger Blend Filter Coffee 225g,PLID44265011,4.7/5,45,4.0/5
Creamy and yummy,UK,10/12/2020,11 June 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
Love,UK,10/12/2020,1 June 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
Excellent value for money!,UK,10/12/2020,24 May 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
Love this product. ,UK,10/12/2020,19 May 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
"Delicious, definitely my favorite flavor.",UK,10/12/2020,18 May 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
The best ever,UK,10/12/2020,18 May 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
Great product. Super easy to use. Very tasty without being overly sweet.,UK,10/12/2020,12 May 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
Great product. Smoother than the standard Nescafe Gold cappuccino,UK,10/12/2020,10 May 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
Great,UK,10/12/2020,28 April 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,4.0/5
"So creamy, love it! ",UK,10/12/2020,29 February 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
"Such a nice, light white chocolatey taste. Great with Ouma Rusks... ",UK,10/12/2020,18 February 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
Great as always,UK,10/12/2020,16 February 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
The best flavor!,UK,10/12/2020,15 January 2020,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
Delicious ,UK,10/12/2020,29 November 2019,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,4.0/5
the taste is really nice but only normal coffee for me is fine i think it gives diarrhea after not drinking for 1 week i did drink 1 cup and then problems i tested this 3 times every time diarrhea ,UK,10/12/2020,17 January 2019,1,takealot,Nescafe Gold - Cappuccino White Chocolate,PLID49124877,4.8/5,31,5.0/5
Love it!,UK,10/12/2020,19 April 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,4.0/5
Excellent flavour Such a treat,UK,10/12/2020,14 April 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,5.0/5
Good coffee! Just love testing them all and haven't been let down yet.,UK,10/12/2020,4 April 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,4.0/5
Awesome,UK,10/12/2020,23 March 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,5.0/5
Nice blend of coffee flavours,UK,10/12/2020,23 March 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,5.0/5
This is a good strong coffee with a well rounded flavour - one of our favourites currently.,UK,10/12/2020,25 February 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,4.0/5
Good coffee,UK,10/12/2020,7 February 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,5.0/5
Wonderful! Well rounded full flavor coffee. I will definitely buy this again.,UK,10/12/2020,9 January 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,5.0/5
"I regret to report that this coffee tasted stale, as though it was roasted months ago.",UK,10/12/2020,1 January 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,1.0/5
Freshly rosted! Very nice.,UK,10/12/2020,26 October 2019,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,5.0/5
Decent coffee at an affordable price. Does the trick!,UK,10/12/2020,23 October 2019,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,4.0/5
Good product at affordable price,UK,10/12/2020,30 September 2019,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,4.0/5
I enjoy this coffee... ,UK,10/12/2020,14 September 2019,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,5.0/5
Great tasting product at a great price.,UK,10/12/2020,9 September 2019,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,5.0/5
"Not freshly roasted at all, over 3 weeks OLD",UK,10/12/2020,21 August 2019,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,1.0/5
A rich full bodied aroma and medium to dark roasted taste. Best value for money coffee beans on Takealot in my opinion. Would highly recommend.,UK,10/12/2020,29 July 2019,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,5.0/5
Very nice fresh beans! Rich aroma and full taste!,UK,10/12/2020,2 March 2019,1,takealot,Coffee Wholesalers Roasters - 1kg Blended Coffee Beans,PLID53536024,4.3/5,35,5.0/5
Best Coffee beans ever!,UK,10/12/2020,9 December 2019,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
Great blend that the whole office enjoys!,UK,10/12/2020,4 November 2019,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
We love this coffee and my wife is quite the coffee snob.  Always fresh (Roasted relatively recently). And it works out cheaper when we buy bulk.,UK,10/12/2020,24 September 2019,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
"This is a medium roast, not a dark roast, makes a pretty poor espresso.",UK,10/12/2020,27 March 2018,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,2.0/5
"Rich, smooth and creamy with all the regular coffee notes.",UK,10/12/2020,12 February 2018,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,4.0/5
Did not particularly enjoy this coffee. It has quite bitter undertones even though I tried various brewing options as well as grind settings ,UK,10/12/2020,13 January 2018,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,3.0/5
Nil.,UK,10/12/2020,19 December 2017,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,4.0/5
This is the best coffee I have ever had.,UK,10/12/2020,24 November 2017,1,takealot,Bootlegger Blend Coffee Beans 1kg,PLID44265007,4.6/5,42,5.0/5
"Very good coffee at a very good price. If quality is equal to (needs met) divided (/ ) by (price), this takes the cake! Highly recommended!",UK,10/12/2020,1 July 2020,1,takealot,Coffee Wholesalers Roasters - 1kg Brazil Medium Dark Roast Beans,PLID54524286,4.5/5,79,4.0/5
