review_body,review_title,asin,pp_date,review_rating,review_date,product_name,retailer,text_clean,title_clean,review,opinion,ml_score,text,ml_topic
"great taste, close to nespresso arpeggio for me. deducted 1 star as the capsule always gets stuck after delivery and i have to push my finger in to drop into the waste basket.",,PLID54493139,10/12/2020,4,2020-10-07,Nespresso Caffeluxe Capsules Gourmet Mild Roast Espresso Bulk 50,takealot,great taste close to nespresso arpeggio for me deducted star as the capsule always gets stuck after delivery and have to push my finger in to drop into the waste basket,,"great taste, close to nespresso arpeggio for me. deducted 1 star as the capsule always gets stuck after delivery and i have to push my finger in to drop into the waste basket. ",['great taste'],1,great taste close to nespresso arpeggio for me deducted star as the capsule always gets stuck after delivery and have to push my finger in to drop into the waste basket ,"['delivery', 'taste']"
excellent value for really great tasting coffee. dare i say this tastes better than original nespresso pods.,,PLID54493139,10/12/2020,5,2020-09-28,Nespresso Caffeluxe Capsules Gourmet Mild Roast Espresso Bulk 50,takealot,excellent value for really great tasting coffee dare say this tastes better than original nespresso pods,,excellent value for really great tasting coffee. dare i say this tastes better than original nespresso pods. ,['excellent value'],1,excellent value for really great tasting coffee dare say this tastes better than original nespresso pods ,"['price', 'taste']"
devine taste,,PLID54493139,10/12/2020,4,2020-09-28,Nespresso Caffeluxe Capsules Gourmet Mild Roast Espresso Bulk 50,takealot,devine taste,,devine taste ,[],1,devine taste ,['taste']
really great tasting coffee and good value for money,,PLID54493139,10/12/2020,5,2020-07-29,Nespresso Caffeluxe Capsules Gourmet Mild Roast Espresso Bulk 50,takealot,really great tasting coffee and good value for money,,really great tasting coffee and good value for money ,['good value'],1,really great tasting coffee and good value for money ,"['price', 'taste']"
love,,PLID54493139,10/12/2020,4,2020-05-25,Nespresso Caffeluxe Capsules Gourmet Mild Roast Espresso Bulk 50,takealot,love,,love ,[],1,love ,[]
"the product is exactly what i order, although only twice so far on takealot, however, the speed at which is gets to the pick up point is great",,PLID54493139,10/12/2020,5,2020-02-11,Nespresso Caffeluxe Capsules Gourmet Mild Roast Espresso Bulk 50,takealot,the product is exactly what order although only twice so far on takealot however the speed at which is gets to the pick up point is great,,"the product is exactly what i order, although only twice so far on takealot, however, the speed at which is gets to the pick up point is great ",[],1,the product is exactly what order although only twice so far on takealot however the speed at which is gets to the pick up point is great ,"['allergens', 'delivery']"
have to say i buy original nespresso pods as well as these because these are great as well with a different taste from nespresso brand pods and they are half the price,,PLID54493139,10/12/2020,5,2020-02-09,Nespresso Caffeluxe Capsules Gourmet Mild Roast Espresso Bulk 50,takealot,have to say buy original nespresso pods as we will as these because these are great as we will with different taste from nespresso brand pods and they are half the price,,have to say i buy original nespresso pods as well as these because these are great as well with a different taste from nespresso brand pods and they are half the price ,[],1,have to say buy original nespresso pods as we will as these because these are great as we will with different taste from nespresso brand pods and they are half the price ,"['allergens', 'price', 'taste']"
love this flavor.,,PLID54493139,10/12/2020,5,2020-01-25,Nespresso Caffeluxe Capsules Gourmet Mild Roast Espresso Bulk 50,takealot,love this flavor,,love this flavor. ,[],1,love this flavor ,['taste']
coffee keep me on the right tracks to begin a big day. thanks for such fast delivery,,PLID54493139,10/12/2020,5,2019-10-13,Nespresso Caffeluxe Capsules Gourmet Mild Roast Espresso Bulk 50,takealot,coffee keep me on the right tracks to begin big day thanks for such fast delivery,,coffee keep me on the right tracks to begin a big day. thanks for such fast delivery ,"['such fast delivery', 'right track']",1,coffee keep me on the right tracks to begin big day thanks for such fast delivery ,['delivery']
"the blend is amazing, strong and the aroma is satisfying. ",,PLID55963028,10/12/2020,4,2020-09-14,STARBUCKS CAFFÈ VERONA by NESPRESSO Dark Roast Coffee,takealot,the blend is amazing strong and the aroma is satisfying,,"the blend is amazing, strong and the aroma is satisfying.  ",[],1,the blend is amazing strong and the aroma is satisfying ,['taste']
one of my personal go-to dark blends for my nespresso. hits every checkmark and is one of the few flavours that really gives you that potent roast hit with a hint of sweet all in one pod.,,PLID55963028,10/12/2020,5,2020-08-17,STARBUCKS CAFFÈ VERONA by NESPRESSO Dark Roast Coffee,takealot,one of my personal goto dark blends for my nespresso hits every checkmark and is one of the few flavours that really gives you that potent roast hit with hint of sweet all in one pod,,one of my personal go-to dark blends for my nespresso. hits every checkmark and is one of the few flavours that really gives you that potent roast hit with a hint of sweet all in one pod. ,['dark blend'],1,one of my personal goto dark blends for my nespresso hits every checkmark and is one of the few flavours that really gives you that potent roast hit with hint of sweet all in one pod ,['taste']
love the dark roast definitely will continue ordering,,PLID55963028,10/12/2020,5,2020-06-21,STARBUCKS CAFFÈ VERONA by NESPRESSO Dark Roast Coffee,takealot,love the dark roast definitely will continue ordering,,love the dark roast definitely will continue ordering ,['dark roast'],1,love the dark roast definitely will continue ordering ,['delivery']
a must have. awesome pruduct,,PLID55963028,10/12/2020,5,2020-06-12,STARBUCKS CAFFÈ VERONA by NESPRESSO Dark Roast Coffee,takealot,must have awesome pruduct,,a must have. awesome pruduct ,['awesome pruduct'],1,must have awesome pruduct ,[]
love this coffee,,PLID55963028,10/12/2020,5,2020-06-10,STARBUCKS CAFFÈ VERONA by NESPRESSO Dark Roast Coffee,takealot,love this coffee,,love this coffee ,[],1,love this coffee ,[]
one of my favorites. great coffee.,,PLID55963028,10/12/2020,5,2020-06-06,STARBUCKS CAFFÈ VERONA by NESPRESSO Dark Roast Coffee,takealot,one of my favorites great coffee,,one of my favorites. great coffee. ,['great coffee'],1,one of my favorites great coffee ,[]
great coffee!,,PLID55963028,10/12/2020,5,2020-06-06,STARBUCKS CAFFÈ VERONA by NESPRESSO Dark Roast Coffee,takealot,great coffee,,great coffee! ,['great coffee'],1,great coffee ,[]
loving it,,PLID55963028,10/12/2020,5,2020-05-27,STARBUCKS CAFFÈ VERONA by NESPRESSO Dark Roast Coffee,takealot,loving it,,loving it ,[],1,loving it ,[]
"difficult to get this where i live, im glad takealot has it on offer as it is my favorite one",,PLID55963028,10/12/2020,5,2020-05-25,STARBUCKS CAFFÈ VERONA by NESPRESSO Dark Roast Coffee,takealot,difficult to get this where live am glad takealot has it on offer as it is my favorite one,,"difficult to get this where i live, im glad takealot has it on offer as it is my favorite one ",['favorite one'],1,difficult to get this where live am glad takealot has it on offer as it is my favorite one ,[]
"great tasting coffee, as good as any freshly ground!",,PLID55963028,10/12/2020,4,2020-05-23,STARBUCKS CAFFÈ VERONA by NESPRESSO Dark Roast Coffee,takealot,great tasting coffee as good as any freshly ground,,"great tasting coffee, as good as any freshly ground! ",['great tasting coffee'],1,great tasting coffee as good as any freshly ground ,['taste']
this must be my favorite starbucks coffee. nice and strong but not to strong,,PLID55963028,10/12/2020,5,2020-05-06,STARBUCKS CAFFÈ VERONA by NESPRESSO Dark Roast Coffee,takealot,this must be my favorite starbucks coffee nice and strong but not to strong,,this must be my favorite starbucks coffee. nice and strong but not to strong ,[],1,this must be my favorite starbucks coffee nice and strong but not to strong ,[]
taste good,,PLID55963028,10/12/2020,5,2020-04-19,STARBUCKS CAFFÈ VERONA by NESPRESSO Dark Roast Coffee,takealot,taste good,,taste good ,[],1,taste good ,['taste']
they do not work in the nespresso  machine i bought in the same order batch,,PLID55963028,10/12/2020,1,2020-03-08,STARBUCKS CAFFÈ VERONA by NESPRESSO Dark Roast Coffee,takealot,they do not work in the nespresso machine bought in the same order batch,,they do not work in the nespresso  machine i bought in the same order batch ,[],-1,they do not work in the nespresso machine bought in the same order batch ,['delivery']
enjoying the capsule's strong taste but also smooth at the same time. good product to purchase.,,PLID55963028,10/12/2020,5,2020-01-02,STARBUCKS CAFFÈ VERONA by NESPRESSO Dark Roast Coffee,takealot,enjoying the capsules strong taste but also smooth at the same time good product to purchase,,enjoying the capsule's strong taste but also smooth at the same time. good product to purchase. ,['good product'],1,enjoying the capsules strong taste but also smooth at the same time good product to purchase ,"['delivery', 'taste']"
great coffee from the very first sip .,,PLID55963028,10/12/2020,5,2019-12-29,STARBUCKS CAFFÈ VERONA by NESPRESSO Dark Roast Coffee,takealot,great coffee from the very first sip,,great coffee from the very first sip . ,['great coffee'],1,great coffee from the very first sip ,[]
"fresh, nice tasting coffee. will purchase again. ",,PLID50084565,10/12/2020,5,2019-09-23,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,fresh nice tasting coffee will purchase again,,"fresh, nice tasting coffee. will purchase again.  ",[],1,fresh nice tasting coffee will purchase again ,['taste']
great value,,PLID50084565,10/12/2020,5,2019-09-22,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,great value,,great value ,['great value'],1,great value ,['price']
great taste and great value for money,,PLID50084565,10/12/2020,4,2019-09-18,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,great taste and great value for money,,great taste and great value for money ,"['great taste', 'great value']",1,great taste and great value for money ,"['price', 'taste']"
always a pleasure!,,PLID50084565,10/12/2020,5,2019-08-25,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,always pleasure,,always a pleasure! ,[],1,always pleasure ,[]
great buy at a great price,,PLID50084565,10/12/2020,4,2019-07-16,Italian Coffee Bulk Special Nespresso Compatible Coffee Capsules - 100,takealot,great buy at great price,,great buy at a great price ,['great price'],1,great buy at great price ,['price']
